GENE	EVC-A-1	EVC-B-2	RA72Q-A-3	RA72Q-C-2	WT-1-1	WT-2-2
IRF4	0.0111026	0.026592	0.0165194	0.0110382	0.00546675	0.0054516
IRF5	0.167311	0.203015	0.203807	0.202557	0.20239	0.219679
IRF6	2.49909	2.67896	2.30444	2.50443	2.33129	2.57809
IRF7	0.0676437	0.0647983	0.0503191	0.0504379	0.0832846	0.12096
IRF8	0	0	0	0	0	0
IRF9	9.1607	8.8308	9.10526	10.7374	9.9538	10.0967
IRG1	0.0150741	0.0577603	0.0299028	0.0449601	0	0.0148064
IRGC	0.0202756	0	0.0201106	0.0403162	0	0.0199155
IRGM	0.0586122	0.0561469	0.0968919	0.0388482	0.076975	0.0191904
IRGQ	7.25107	7.52635	7.65902	8.07661	7.88346	7.50814
IRS1	3.60299	3.91121	3.12406	2.88291	2.95134	2.93661
IRS2	61.5739	59.6175	56.3898	59.8103	56.9421	56.7226
IRS4	0.00773306	0.0222234	0.00767012	0.0153765	0.0152337	0.0151914
IRX1	0	0	0	0	0	0
IRX2	0.668342	0.791609	1.05873	0.888995	1.06746	0.960575
IRX3	5.05376	4.64702	4.15485	4.54082	4.05944	4.64545
IRX4	0	0.027005	0.041942	0.0280273	0.0277671	0.0415351
IRX5	12.7933	11.6842	9.67	9.47891	9.46522	10.5524
IRX6	0.280964	0.281962	0.305218	0.438955	0.289919	0.433673
ISCA1	51.1981	52.2859	50.3892	48.8262	48.7777	49.3569
ISCA2	12.3127	14.2585	13.9343	13.2321	14.4075	15.0713
ISCU	94.0166	92.6173	97.7746	98.3214	102.395	102.259
ISG15	4.73335	5.06423	4.38996	5.0726	4.17782	4.5889
ISG20	1.0958	1.44787	1.83645	1.12701	1.45151	1.9671
ISG20L2	40.1585	38.661	36.9462	36.4825	36.3256	33.5791
ISL1	0.135768	0.151734	0.179551	0.134981	0.16716	0.166696
ISL2	1.03439	0.88838	0.796015	0.851087	0.931015	0.840846
ISLR	0.78267	0.685135	0.514857	0.726792	0.508943	0.600987
ISLR2	0.0981218	0.0671383	0.0903713	0.125426	0.124261	0.117032
ISM1	8.65575	7.71	2.72793	3.26703	3.95205	4.10482
ISM1-AS1	0	0.0323308	0	0	0	0.0331509
ISM2	0.336786	0.127094	0.219458	0.355127	0.311627	0.350857
ISOC1	19.8151	19.3268	20.5309	20.0258	20.4689	20.3157
ISOC2	52.2655	51.7389	49.2451	50.1415	52.3679	53.3892
ISPD	0.0219988	0.0316111	0.0327306	0.0437444	0.0487557	0.054023
IST1	27.0978	26.6081	27.5412	27.0971	28.4369	25.9861
ISX	0.00894423	0	0.00887142	0	0	0.00878537
ISY1	7.89444	8.63085	7.56814	7.6229	7.53721	7.60942
ISY1-RAB43	6.30895	6.42705	7.27604	7.16362	7.7813	7.75842
ISYNA1	1.06905	1.31037	1.42537	1.17571	1.4022	1.35546
ITCH	17.357	17.8904	18.9861	17.3932	17.7913	18.4654
ITFG1	55.0928	55.2892	70.8316	67.0785	67.9345	66.6159
ITFG2	7.27243	6.58792	7.13483	7.68871	7.72112	7.51854
ITFG3	30.7298	28.9416	36.9861	38.9456	39.603	39.1477
ITGA1	94.2795	96.688	120.219	104.934	103.59	103.72
ITGA10	0.314935	0.400422	0.494115	0.540824	0.473762	0.466824
ITGA11	1.33745	1.29253	1.38526	1.58269	1.56799	1.56365
ITGA2	7.84719	8.21519	8.61758	7.98192	7.1696	6.83886
ITGA2B	0.0999264	0.113128	0.144164	0.108379	0.0894768	0.107074
ITGA3	6.31445	6.11663	9.59634	10.3663	9.98845	9.9202
ITGA4	0.111382	0.120614	0.115279	0.0866632	0.0953982	0.0618369
ITGA5	23.6278	23.4015	24.0698	24.1337	23.0166	22.9804
ITGA6	0.791336	0.751139	1.18277	0.965309	0.995032	0.816202
ITGA7	76.7328	78.0392	97.1659	98.0335	99.1756	97.061
ITGA8	5.8597	6.41511	5.87658	6.16786	6.82517	6.73316
ITGA9	32.475	32.4065	38.1245	35.5064	36.7641	35.9487
ITGAD	0	0	0	0	0.00755316	0
ITGAE	5.6138	5.59367	5.01284	5.11744	5.65962	5.44536
ITGAL	0.0119642	0.00572993	0.0296687	0.0178428	0.0279805	0.0470101
ITGAM	0.06264	0.0420037	0.0559171	0.0747322	0.0370191	0.0492219
ITGAV	24.2472	25.2063	24.8937	23.5019	23.2371	24.7909
ITGAX	0.0959572	0.0980491	0.0634508	0.101761	0.163826	0.100536
ITGB1	178.8	172.232	212.597	203.672	203.134	206.723
ITGB1BP1	25.5847	25.3244	23.6151	24.0064	24.6284	23.793
ITGB1BP2	0.275919	0.264077	0.382799	0.301481	0.244376	0.216621
ITGB2	0.115446	0.180969	0.176967	0.114777	0.0930354	0.0721592
ITGB2-AS1	0	0	0	0.0275348	0.0136395	0.0136015
ITGB3	0.236458	0.139392	0.306697	0.25317	0.244847	0.238213
ITGB3BP	28.597	27.0776	30.4882	29.7855	25.0956	28.1636
ITGB4	0.185969	0.223482	0.210814	0.248924	0.22157	0.225594
ITGB5	8.17648	7.97012	13.8697	13.1439	11.2008	11.4165
ITGB6	0.0129645	0	0.0385769	0.0644466	0.0383089	0.0254684
ITGB7	0.188294	0.180374	0.186761	0.121131	0.261831	0.261105
ITGB8	0.398049	0.460745	0.348748	0.346274	0.320188	0.329074
ITGBL1	12.2969	12.2216	13.6463	12.2398	13.2157	12.7614
ITIH1	0	0	0	0.0259895	0	0
ITIH2	0.047627	0.0638732	0.0283436	0.0662912	0.0375289	0.0374249
ITIH3	0.0802909	0.0576852	0.0696827	0.0698472	0.0691985	0.0492905
ITIH4	0.732222	0.629537	0.824491	0.762084	0.90009	0.725657
ITIH5	0.121288	0.190021	0.0854581	0.123787	0.137734	0.165798
ITIH6	0	0.00571779	0.0118405	0	0	0
ITK	0.00683206	0	0	0	0.00672937	0
ITLN1	0.0581203	0.0278378	0.0288236	0	0	0
ITLN2	0	0	0	0	0	0
ITM2A	0.0189748	0.0545338	0.0188204	0.0188648	0.0186895	0.0186376
ITM2B	176.1	176.499	198.931	188.71	192.584	197.76
ITM2C	30.9469	31.5242	36.8157	37.9323	40.5523	40.0957
ITPA	24.7684	23.1584	19.3824	21.3109	21.2716	19.1278
ITPK1	17.9925	16.7395	17.2981	18.5522	18.4173	18.6953
ITPK1-AS1	0.0381001	0.0304146	0.0251933	0.031566	0.00625457	0.0187117
ITPKA	11.8725	10.6282	11.1245	14.0029	13.7027	13.1554
ITPKB	0.0525009	0.0091441	0.0236698	0.0142354	0.0188043	0.0328162
ITPKC	4.89836	4.8807	4.54818	4.94105	4.78071	4.4426
ITPR1	4.81186	5.1102	4.05866	4.13959	3.96392	3.90105
ITPR2	24.9051	26.2437	22.6765	21.6644	22.8271	23.0778
ITPR3	4.11725	4.05517	5.0104	5.25284	4.42663	4.33525
ITPRIP	5.22798	5.14553	5.04467	5.60322	5.13626	5.16993
ITPRIPL1	0.494293	0.437212	0.612833	0.403623	0.53902	0.352505
ITPRIPL2	1.27166	1.35503	1.47085	1.43427	1.44512	1.4371
ITSN1	12.4089	11.7855	10.2908	10.3161	9.71662	9.6331
ITSN2	6.5492	6.87199	7.80949	6.68156	6.52275	7.16619
IVD	49.6652	48.0215	42.77	44.0321	46.2032	45.3054
IVL	0.0147229	0	0	0	0	0
IVNS1ABP	42.8909	42.5534	42.3581	40.6173	43.8244	42.3949
IWS1	21.7416	22.2494	20.3644	20.1698	19.5117	19.8971
IYD	0.0236996	0.0151336	0.00783267	0.0078512	0.00777825	0.0155176
IZUMO1	2.20672	2.40216	2.14896	2.29365	2.62802	2.69956
IZUMO2	0	0	0	0	0	0
IZUMO3	0.737811	0.908713	0.679533	0.681137	1.03817	0.672941
IZUMO4	0.30029	0.575323	0.558465	0.335868	0.629255	0.626787
JAG1	0.329454	0.230809	0.331649	0.219992	0.339032	0.236664
JAG2	0.146453	0.172809	0.155274	0.22607	0.187839	0.228352
JAGN1	65.0065	61.2796	62.7709	60.7421	62.3348	59.0894
JAK1	33.3499	31.2506	31.7116	31.8389	31.3411	31.6862
JAK2	2.53522	2.59477	3.214	3.14369	3.33499	3.13335
JAK3	0.994986	1.00522	1.43449	1.56221	1.36562	1.45262
JAKMIP1	3.64509	4.01896	2.64564	2.56206	2.96758	2.66637
JAKMIP2	5.97877	6.21802	5.68109	5.71608	5.64113	6.28188
JAKMIP2-AS1	0.0662677	0.0158701	0.0164321	0	0.0489707	0.0813633
JAKMIP3	1.46165	1.65159	1.05926	1.16974	1.19899	1.31568
JAM2	6.21361	7.08679	5.59475	6.80145	6.98346	7.56357
JAM3	13.4783	14.0437	14.541	14.5754	13.9953	14.021
JARID2	7.1198	7.8796	6.68054	6.76984	6.94377	6.57935
JAZF1	19.0252	18.3341	17.6745	18.122	17.1402	17.4564
JAZF1-AS1	0.45933	0.385009	0.398642	0.428125	0.367596	0.676758
JDP2	0.181836	0.0863167	0.0551963	0.150288	0.0626544	0.0781189
JHDM1D	1.11861	1.18387	1.65326	1.61935	1.43577	1.54695
JKAMP	48.0204	46.306	46.0937	47.4904	48.9392	48.5643
JMJD1C	12.4087	12.7027	11.7101	10.9723	10.4075	11.1039
JMJD1C-AS1	0.603681	0.554194	0.498973	0.575174	0.644158	0.790612
JMJD4	9.7933	9.7915	7.28452	8.17812	8.21724	7.88212
JMJD6	21.0438	20.8353	19.852	20.4341	19.8564	20.6535
JMJD7	5.87291	6.51298	5.94877	6.041	6.31053	5.9368
JMJD7-PLA2G4B	0.358952	0.446769	8.1104e-05	0.738867	0.396085	0.000275611
JMJD8	14.9263	15.6764	14.6514	15.7163	15.875	14.7371
JMY	3.82351	4.23956	4.80686	4.74851	4.90841	4.78526
JOSD1	25.3537	26.0744	27.2858	26.8865	26.9142	26.0098
JOSD2	19.4407	20.5427	16.4819	20.5797	18.7889	19.6668
JPH1	9.43288	9.87896	9.58611	9.14763	8.8813	8.72269
JPH2	4.44749	4.44835	3.85928	4.0892	3.84346	3.59062
JPH3	5.76318	5.42609	5.33585	5.88132	4.87982	4.84101
JPH4	0.0209388	0.0401043	0.0207684	0.0208236	0.020557	0.00686391
JPX	1.64822	1.22597	1.36555	1.58083	1.50885	2.05702
JRK	3.12686	2.97633	3.00596	2.83809	3.16805	2.96072
JRKL	9.07784	8.65956	10.3375	10.8002	9.72049	10.3545
JRKL-AS1	0	0	0	0	0	0
JSRP1	0.543636	0.52077	0.38943	0.630565	0.743702	0.800971
JTB	85.5898	83.5797	77.2166	77.3989	78.9692	76.4676
JUN	11.5594	10.5667	9.73829	10.4048	9.49105	9.32146
JUNB	22.7672	21.9954	22.2845	24.9496	23.5714	23.0904
JUND	86.4117	84.2482	73.0146	86.6911	86.2726	87.7598
JUP	7.085	6.08534	6.44361	7.14489	7.02103	7.02187
KAAG1	0.024129	0	0.0239326	0.0479782	0	0
KAL1	0	0	0.0092324	0.0046271	0.00916826	0.0137143
KALRN	0.987799	1.03611	0.748201	0.718935	0.726911	0.531015
KANK1	2.38278	2.5342	2.27649	2.42702	2.38135	2.32888
KANK2	29.7692	29.0436	28.6492	31.3126	31.0225	29.2839
KANK3	0.451308	0.411236	0.447634	0.448691	0.574629	0.37842
KANK4	0.409849	0.180807	0.240698	0.241267	0.233715	0.254254
KANSL1	12.8385	12.5006	12.6755	12.6174	12.7315	12.3139
KANSL1-AS1	1.96356	1.45347	1.59347	2.21838	2.28569	1.49034
KANSL1L	4.96509	4.87136	4.43167	4.26292	4.27714	4.6462
KANSL2	29.1217	28.4085	29.2206	27.9942	27.9011	27.9773
KANSL3	25.8131	25.6547	24.5141	24.7043	25.375	25.2889
KARS	100.524	95.7876	92.5044	89.1053	84.0455	85.2087
KAT2A	23.4075	24.2775	19.2117	20.8513	21.1488	20.4851
KAT2B	9.38617	9.56328	6.9106	7.01258	7.11114	7.1277
KAT5	17.5433	16.316	17.962	18.9858	18.5589	18.6469
KAT6A	14.3497	14.5369	15.3383	14.769	14.6878	14.8577
KAT6B	9.84543	9.38479	8.71133	8.96094	8.60368	8.47921
KAT7	23.1492	22.2189	23.7324	23.7965	23.4049	23.9275
KAT8	16.3837	16.4141	15.5953	17.1421	17.0514	17.2486
KATNA1	16.8915	16.7451	15.2513	15.0045	15.786	15.4546
KATNAL1	7.07921	7.42959	7.68612	7.34802	7.21516	7.59918
KATNAL2	0.681342	0.839164	0.97615	0.784914	0.894801	0.977303
KATNB1	20.247	20.1873	18.8235	21.2061	21.6629	19.8531
KATNBL1	23.2301	22.4786	23.8417	23.0174	23.7865	23.6324
KAZALD1	2.80623	2.85326	3.19846	3.9035	4.0006	3.62683
KAZN	0.468555	0.451867	1.13619	0.954063	0.949595	0.921048
KBTBD11	1.17012	1.06653	1.14328	1.16334	1.13963	1.10645
KBTBD12	0.320072	0.355021	0.233923	0.401957	0.348446	0.330933
KBTBD13	0.0292222	0.0373241	0.0579687	0.0484213	0.0383773	0.0287032
KBTBD2	18.994	19.4614	20.9952	20.3433	19.5473	19.7161
KBTBD3	1.41678	1.22783	1.21714	1.19696	1.34229	1.43567
KBTBD4	15.0477	15.6889	15.1777	15.5104	15.2254	14.5358
KBTBD6	8.80129	8.90822	8.36474	8.68836	8.5129	7.85552
KBTBD7	6.42494	6.44777	6.29172	6.49922	6.74021	6.67144
KBTBD8	3.01626	2.85897	3.35701	2.97351	2.84583	2.68201
KC6	0.490127	0.469511	0.560928	0.618477	0.519895	0.759165
KCMF1	10.2464	9.71907	9.97497	9.69075	9.67318	9.90101
KCNA1	0	0	0.00362587	0.00363443	0	0.00718139
KCNA10	0	0	0	0	0	0
KCNA2	0	0	0	0.016105	0	0.0545954
KCNA3	0.0271486	0.0520133	0.0359035	0.0809736	0.0445676	0.044444
KCNA4	2.73261	2.74787	4.24293	4.20316	4.34732	4.59524
KCNA5	0	0	0	0	0	0.0104755
KCNA6	0.00492488	0	0.0048848	0.00489633	0.0145526	0.00483741
KCNA7	0.225134	0.215664	0.203001	0.196698	0.262068	0.241238
KCNAB1	0.494013	0.519782	0.401632	0.483097	0.36692	0.501148
KCNAB1-AS1	0	0	0	0	0	0
KCNAB1-AS2	0	0	0	0	0	0
KCNAB2	5.90153	6.21063	5.78322	6.26005	5.95692	5.7574
KCNAB3	0.794665	0.809573	0.750664	0.689733	0.807569	0.83011
KCNB1	0.304196	0.34508	0.23026	0.286515	0.307508	0.448189
KCNB2	0	0	0	0	0	0
KCNC1	0.116561	0.0992521	0.110004	0.0989127	0.144575	0.0848082
KCNC2	0.257865	0.251216	0.142729	0.318356	0.291446	0.271113
KCNC3	3.69289	3.83999	4.66868	5.55477	5.03202	4.98988
KCNC4	1.13528	1.08756	1.20302	1.40905	1.32105	1.33083
KCND1	2.26048	2.05079	2.48564	2.33501	2.50559	2.46153
KCND2	3.75338	3.94603	5.0041	4.19462	3.99185	4.34019
KCND3	1.25655	1.23652	1.68819	1.41961	1.85649	1.86256
KCNE1	0.0192934	0.00923582	0.00837369	0.0335804	0.0276996	0.035335
KCNE1L	0.13525	0.151154	0.0894326	0.112055	0.0888113	0.0442825
KCNE2	0.616558	0.817787	1.08195	0.848745	0.934293	1.16463
KCNE3	0.198416	0.199574	0.0787206	0.0887697	0.127032	0.0779569
KCNE4	4.50457	4.63575	7.0481	7.90147	8.0636	7.62791
KCNF1	0.0136358	0	0.0135248	0	0	0.0267873
KCNG1	2.51022	2.52622	2.00023	1.79464	2.01411	2.17475
KCNG2	0.0237462	0.0227474	0.0942118	0.0944342	0.0701679	0.139947
KCNG3	0.317082	0.364486	0.405126	0.35923	0.335732	0.348925
KCNG4	0.0222214	0.0212867	0	0.0220926	0.0218874	0.0545669
KCNH1	0.00363215	0.0034792	0.00360255	0.00361105	0.00357748	0
KCNH2	3.64227	3.82318	4.15636	5.07839	5.2475	5.10389
KCNH3	3.06241	2.8067	2.03272	2.68828	2.57889	2.75544
KCNH4	0.275247	0.30029	0.310924	0.205238	0.293702	0.262848
KCNH5	0.202216	0.253761	0.194783	0.200947	0.241717	0.135589
KCNH6	2.17276	2.27205	1.59128	2.08531	2.34169	2.06892
KCNH7	1.79205	1.87381	1.58214	1.51526	1.47242	1.35918
KCNH8	3.23625	3.75042	3.37824	3.29894	3.33748	3.43169
KCNIP1	0	0	0	0	0	0
KCNIP2	0.547959	0.741936	0.55859	0.666035	0.758451	0.658052
KCNIP3	2.29871	2.15597	2.94668	3.44778	3.74956	2.75539
KCNIP4	1.35346	1.38279	1.4761	1.3118	1.14635	1.17545
KCNIP4-IT1	0	0	0	0.00293163	0.00290441	0
KCNJ1	0.0258406	0.0247534	0.0128121	0	0.0127231	0
KCNJ10	0.0334408	0.0961027	0.0718654	0.0831173	0.0439176	0.0711682
KCNJ11	0.132992	0.152878	0.105528	0.132221	0.12226	0.0870868
KCNJ12	0.0169732	0.0270988	0.00927905	0.0168732	0.0184605	0.0183914
KCNJ13	0.0089688	0.0429346	0.0266876	0.00891683	0.00822517	0.0352384
KCNJ14	2.60806	2.98254	2.92838	2.46655	2.8598	2.40334
KCNJ15	0.169586	0.114657	0.0755482	0.0695061	0.144433	0.160319
KCNJ16	0.0225697	0.0216236	0.022386	0.0224388	0.0222304	0.0217048
KCNJ18	0	0	0.00489983	3.95005e-06	0.0236963	0.00967093
KCNJ2	0.0109749	0.0157699	0.0272139	0.0218225	0.0270248	0.0161699
KCNJ2-AS1	0	0	0	0	0	0.0249565
KCNJ3	0.0329175	0.025226	0.0587701	0.0130899	0.0129683	0.0193992
KCNJ4	4.18917	3.85171	3.98997	5.17299	4.16736	4.50071
KCNJ5	15.15	14.3309	19.066	17.2544	18.071	17.824
KCNJ6	0.122234	0.140511	0.109115	0.206593	0.120397	0.168088
KCNJ8	16.6683	16.2913	11.5251	12.9106	13.3803	12.8064
KCNJ9	0.0100648	0.00964143	0.0199657	0	0.019827	0.00988601
KCNK1	24.7547	22.9898	27.0892	26.8643	25.556	25.1997
KCNK10	0.0122266	0	0	0	0.00401369	0
KCNK12	0.396079	0.245507	1.271	0.88022	0.757304	0.984053
KCNK13	2.56904	2.75536	2.30429	2.39528	2.22775	2.00424
KCNK15	0	0	0	0	0	0
KCNK16	0	0	0	0.0380202	0	0
KCNK17	0	0	0	0	0	0
KCNK18	0.0597693	0	0	0	0	0
KCNK2	7.08827	6.85403	5.48789	5.71156	6.47382	6.12427
KCNK3	167.157	164.384	235.699	234.023	228.948	230.815
KCNK4	0.0531035	0.0169566	0.0526713	0.0175985	0	0.0521604
KCNK5	0.270122	0.319645	0.220643	0.205366	0.234761	0.23411
KCNK6	0.0464007	0.0222245	0.0230115	0.0576645	0.0342774	0.0455765
KCNK7	0.468004	0.469477	0.376725	0.375926	0.657536	0.395156
KCNK9	0.051725	0.0495493	0.0769559	0.10285	0.0509475	0.0762094
KCNMA1	23.1797	23.1562	19.9823	20.8167	21.0239	20.222
KCNMB1	0.0209323	0	0	0	0	0
KCNMB2	0.303887	0.450954	0.506375	0.362551	0.466939	0.491637
KCNMB2-IT1	0	0	0	0	0	0
KCNMB3	1.74967	1.78814	1.69085	1.69679	1.4828	2.0536
KCNMB4	1.94978	1.57857	2.05244	2.00101	2.11253	2.21169
KCNN1	1.47202	1.36569	1.05767	1.20997	1.07315	1.10433
KCNN2	1.74046	1.69034	1.73212	1.75091	1.75911	1.97701
KCNN3	0.288323	0.31123	0.413343	0.33001	0.286378	0.34032
KCNN4	1.52206	1.32428	1.34347	1.52712	1.40291	1.48131
KCNQ1	0.120683	0.0674336	0.149628	0.102128	0.128884	0.100899
KCNQ1DN	0	0.0305883	0	0	0	0
KCNQ1OT1	1.7421	1.94821	1.94318	1.75797	1.59648	1.69864
KCNQ2	0	0.044601	0	0.0231447	0	0.0228662
KCNQ3	0.0216766	0.0320679	0.016125	0.0307213	0.00533733	0.0106456
KCNQ4	0.211713	0.218899	0.158655	0.204467	0.202568	0.172524
KCNQ5	0	0	0.0046627	0.00467371	0.00463026	0.00461743
KCNQ5-AS1	0	0	0	0	0	0
KCNRG	0.0266672	0.0538935	0.123891	0.144346	0.102381	0.114742
KCNS1	0.00655945	0.00628355	0.00650606	0	0.00646086	0
KCNS2	0	0.00919558	0	0.0190874	0.0283652	0.00942885
KCNS3	0.521545	0.28183	0.822373	0.717952	0.7508	0.564823
KCNT1	0.11394	0.0606358	0.0878979	0.0681369	0.0872872	0.161659
KCNT2	0.62804	0.697119	0.702029	0.589709	0.61369	0.53855
KCNU1	0.0562578	0.0307951	0.0478284	0.0559316	0.0554122	0.0789408
KCNV1	0.0208681	0.00999516	0.0103491	0	0.0205544	0.0102487
KCNV2	0.0725999	0.0834555	0.0432054	0.101051	0.100112	0.0570484
KCP	0.139709	0.100815	0.0882815	0.0590183	0.0557409	0.0770466
KCTD1	8.2872	7.69279	8.98372	9.45176	8.45891	9.10383
KCTD10	18.302	18.1181	17.1046	17.9782	17.313	16.7755
KCTD11	4.11885	4.32774	4.95581	4.67005	4.76421	4.68243
KCTD12	6.25478	5.55372	3.18843	3.18658	3.04092	3.22694
KCTD13	8.24827	8.49528	7.52888	9.35859	9.19766	9.09834
KCTD14	0.115548	0.0369159	0.0393569	0.070265	0.0384715	0.0358925
KCTD15	0.190785	0.153458	0.311014	0.396366	0.420821	0.397124
KCTD16	0.0114223	0.0109418	0.0113293	0.0283901	0.056253	0.0504873
KCTD17	16.001	14.1926	13.9936	16.1744	16.9468	15.2474
KCTD18	3.99494	4.11592	4.81889	4.71649	4.60096	4.49624
KCTD19	0.315102	0.553388	0.572985	0.647435	0.682805	0.660278
KCTD2	12.0931	12.3406	13.8996	14.0052	14.1637	14.2444
KCTD20	27.0227	26.7695	23.5074	22.358	23.3557	23.7323
KCTD21	5.21374	5.04593	5.68665	6.02071	5.91186	5.95706
KCTD3	60.9355	61.8147	52.2139	52.8378	53.4142	53.1837
KCTD4	0	0	0	0	0	0.0145822
KCTD5	22.8181	22.6299	21.6337	22.0601	22.9586	21.634
KCTD6	12.4953	11.6859	13.046	12.208	12.8988	11.0477
KCTD7	6.81118	6.90122	6.32515	6.47427	7.24583	6.74207
KCTD8	0.130912	0.0684033	0.106238	0.141986	0.093778	0.0818283
KCTD9	11.7933	11.7829	13.0911	11.6276	12.1154	12.6758
KDELC1	18.4503	16.7726	19.1744	18.0017	18.3937	18.1373
KDELC2	6.38351	6.47315	7.41656	7.56486	7.40595	7.46023
KDELR1	212.029	202.708	210.449	218.047	217.43	220.542
KDELR2	77.8694	74.8394	73.0299	74.9146	76.6139	75.0234
KDELR3	2.49905	3.31161	4.25919	4.35997	3.96902	4.3524
KDM1A	57.3873	55.6094	52.9076	52.8054	52.8079	54.3282
KDM1B	4.30661	3.63575	4.164	3.65017	3.58576	4.2149
KDM2A	21.5699	21.4274	20.2494	19.969	20.1221	20.2374
KDM2B	7.93109	7.55924	6.82943	7.75066	7.45831	7.48803
KDM3A	12.8416	13.0917	15.2856	15.7307	14.5441	16.2809
KDM3B	21.8922	21.9565	22.4267	22.3556	21.9955	22.6529
KDM4A	18.9238	17.8747	17.8263	18.1574	18.776	18.1335
KDM4A-AS1	2.05439	2.24911	1.85053	2.06332	2.04416	1.95613
KDM4B	13.5939	13.7335	14.5176	16.4056	16.4037	16.2547
KDM4C	3.07847	3.06537	3.25949	3.49087	3.20079	3.21746
KDM4D	0.98611	1.35791	1.39581	1.42974	1.56823	1.30155
KDM4E	0	0	0	0	0.0131164	0
KDM5A	13.415	13.722	13.3111	13.4277	13.5296	13.739
KDM5B	17.2533	16.51	16.6336	15.6571	15.9424	16.5627
KDM5B-AS1	0.456673	0.489585	0.680963	0.605219	0.313926	0.765745
KDM5C	20.0208	19.5671	19.3019	20.2589	19.9252	19.7501
KDM5D	0	0	0	0	0	0
KDM6A	5.84459	5.48129	6.17706	5.79038	5.99828	6.01678
KDM6B	5.26734	5.0835	4.5649	5.10631	4.92531	4.71828
KDM8	3.08519	3.12361	2.76153	2.55608	2.93161	2.74706
KDR	0.0145802	0	0.0144616	0.0048319	0.00957406	0.00477376
KDSR	13.0392	13.658	17.3552	15.5733	16.4382	15.632
KEAP1	35.4661	33.9843	33.2155	35.9373	36.2481	36.6826
KEL	0.121347	0.139492	0.132395	0.229223	0.143428	0.166869
KERA	0	0.0117092	0	0.0121525	0	0
KGFLP1	3.82743	3.74746	3.85291	3.80298	4.29673	4.22312
KGFLP2	4.79291	4.51872	4.99816	5.00996	4.46585	4.93727
KHDC1	0.428286	0.89056	0.556417	0.503881	0.346115	0.299394
KHDC1L	0	0.0632622	0.0655024	0	0	0
KHDC3L	0.0347399	0.0332786	0	0	0.0684354	0
KHDRBS1	140.78	137.364	125.499	125.046	126.716	126.584
KHDRBS2	0.0135643	0	0.0538155	0.0269713	0.0133604	0.0266467
KHDRBS3	12.5107	11.969	11.1052	11.4218	12.6583	11.3482
KHK	1.64595	1.76149	1.72183	1.77703	2.06451	2.10931
KHNYN	11.6528	11.8469	12.7156	12.8385	12.3744	12.7895
KHSRP	94.299	91.9421	84.532	87.0795	86.1605	87.2145
KIAA0020	16.1693	15.6109	14.1485	12.8633	13.0218	13.5123
KIAA0040	1.09634	1.09172	1.10945	1.20698	1.28807	1.22107
KIAA0087	0.034542	0.0330891	0.0274087	0.0274734	0.0680457	0.0474999
KIAA0100	34.037	34.0519	31.3845	31.5055	32.0922	31.953
KIAA0101	90.1834	95.7637	84.307	81.8797	87.6487	86.073
KIAA0125	0	0	0	0	0	0
KIAA0141	9.08154	9.00156	9.3025	8.67046	8.88875	9.59359
KIAA0146	9.74508	9.80971	8.7903	9.09759	9.31473	9.19159
KIAA0195	21.7704	21.911	26.049	27.1155	27.5188	26.7999
KIAA0196	30.3946	29.7007	26.167	25.8933	26.4024	27.1048
KIAA0226	6.78566	6.52673	6.9643	7.05984	7.02856	6.84741
KIAA0226L	0.0527544	0.0144387	0.022425	0.00749264	0	0.014805
KIAA0232	12.7551	13.5584	12.9242	12.6027	12.9187	13.5508
KIAA0247	2.6085	2.62477	2.99492	2.94751	3.27639	3.30498
KIAA0317	10.694	10.1714	9.7513	10.2059	10.3409	9.96047
KIAA0319	0.562041	0.653606	0.449731	0.479723	0.518745	0.437687
KIAA0319L	22.0918	21.6296	22.9709	21.8901	22.9024	22.5359
KIAA0355	9.375	8.99748	9.01137	9.72645	9.26867	9.37231
KIAA0368	38.0754	36.9098	37.2985	35.4157	35.8624	36.7113
KIAA0391	19.7641	19.5415	19.5143	19.8142	20.7927	20.3442
KIAA0408	0	0.0612917	0.0721069	0	7.03939e-05	0
KIAA0430	11.7429	11.8739	11.4823	12.0295	11.751	12.1671
KIAA0513	8.09868	7.87235	8.75871	8.66075	8.62734	8.50183
KIAA0556	5.13002	4.88029	5.36069	5.57154	5.58962	5.33044
KIAA0586	20.4136	20.8895	23.6427	22.5576	21.9588	22.7981
KIAA0753	5.20987	5.33115	4.84646	4.64971	4.39402	4.91788
KIAA0754	4.59185	4.84099	4.84589	4.79057	4.5435	4.68345
KIAA0825	0.70437	0.783673	0.805247	0.891663	0.852217	1.10737
KIAA0895	6.07715	6.51887	5.59047	5.56589	6.00973	5.6156
KIAA0895L	5.8896	6.11912	6.35346	6.74879	6.91397	6.8511
KIAA0907	34.6982	35.9713	31.9567	32.0425	33.9314	32.4415
KIAA0922	2.24485	1.89001	1.83957	2.04939	1.95501	1.71141
KIAA0930	3.21708	3.12237	2.87847	3.09006	2.83305	3.16905
KIAA0947	24.0048	24.4585	23.824	23.2012	21.9079	23.3909
KIAA1009	2.94501	3.08613	2.92675	3.12274	2.82695	3.04554
KIAA1024	0.726357	0.758302	0.772213	0.825926	0.818257	0.786083
KIAA1024L	0	0	0.076312	0	0	0.151143
KIAA1033	22.1012	22.5283	25.8686	23.8403	23.649	24.4509
KIAA1045	0.0453528	0.0482724	0.0799709	0.11523	0.0595615	0.0890945
